TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CapitalGains,CapitalLoss,CustomerLoyaltyPeriod,InsurancePolicyState,Policy_Deductible,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
0,2.0,4,5,3,0.0,0,1,38470,6053,4394,28023,42,0,3,0,59600,0,254,2,1000,1230.76,3,8,2012,0
0,2.0,4,5,2,0.0,1,1,42681,5319,6681,30681,43,0,0,9,59600,0,273,2,1000,1332.7,3,7,2015,0
0,2.0,4,5,3,0.0,1,1,40273,7525,4424,28324,46,0,0,9,0,0,273,2,1000,1212.68,3,7,2014,0
0,2.0,4,5,3,,1,1,40597,7229,4727,28641,46,0,6,4,59600,0,273,2,1000,1228.78,3,7,2014,0
0,2.0,1,2,3,0.0,1,1,43028,7922,4388,30718,47,0,0,9,59600,0,275,2,1000,1211.3,1,8,2014,0
0,2.0,4,2,2,,2,1,64885,5899,11797,47189,45,1,5,9,41200,-44200,259,1,2000,909.06,1,13,2012,1
2,2.0,1,5,1,0.0,0,1,51073,6136,9186,35751,38,1,3,7,63100,-79400,228,2,839,1360.01,1,13,2006,0
2,2.0,1,5,1,0.0,0,1,51760,5770,9758,36232,40,1,0,8,0,-79800,252,2,696,1372.32,1,13,2006,0
2,2.0,1,5,1,0.0,1,1,48656,7421,7176,34059,33,1,3,8,63100,-79800,143,1,1342,1316.79,1,13,2007,0
2,2.0,1,5,1,0.0,0,1,71382,12206,13150,46026,43,1,4,9,48100,0,240,1,1731,1251.23,1,13,2003,0
2,2.0,0,5,1,,0,1,55316,6241,10906,38169,42,1,4,9,63100,0,279,1,672,1369.82,5,13,2005,0
2,2.0,0,5,1,,0,1,71948,12416,13229,46303,43,1,0,8,48100,-79400,238,1,1769,1247.06,5,13,2002,0
2,2.0,1,5,1,,0,1,49274,7092,7690,34492,34,1,0,8,63100,-79800,165,2,1214,1327.85,1,13,2007,0
2,2.0,1,2,1,0.0,0,1,58671,7415,9670,41586,42,1,0,8,0,-79400,284,1,623,1430.96,3,13,2005,0
0,2.0,1,2,3,1.0,1,1,55357,6151,9770,39436,39,0,0,11,0,-59800,120,0,1000,1206.06,0,8,2009,0
0,2.0,0,2,3,1.0,1,1,66120,7347,8020,50753,42,0,5,11,0,-59800,258,2,1000,1353.75,0,5,2010,0
0,2.0,4,5,3,0.0,1,1,55716,7772,5993,41951,45,0,0,11,0,0,282,2,1000,1298.8,3,8,2012,0
0,2.0,4,2,3,0.0,1,1,67131,7637,7437,52057,43,0,0,11,0,0,288,2,1000,1377.52,3,8,2010,0
0,2.0,4,5,3,0.0,1,1,58035,7745,6286,44004,44,0,0,11,59600,0,283,2,1000,1314.79,3,8,2011,1
0,2.0,4,2,3,1.0,0,1,59223,10020,7809,41394,42,0,0,11,0,0,252,0,722,1241.44,1,8,2008,0
1,,4,2,1,,0,1,5681,1001,608,4072,45,1,3,13,0,-35200,309,0,1062,1159.69,5,11,1998,0
1,,4,1,1,1.0,0,1,3368,471,471,2426,42,1,0,8,0,0,115,0,2000,708.93,5,11,2012,1
2,0.0,1,5,1,0.0,1,1,67471,6841,6841,53789,34,1,4,8,0,-53700,123,0,500,1291.67,2,5,2000,1
1,,4,1,1,,0,1,5689,829,593,4267,48,1,0,13,0,-35200,338,0,1437,1162.46,5,6,1999,0
1,,4,1,1,0.0,0,1,4028,499,499,3030,45,1,0,8,0,0,190,0,2000,838.46,5,7,2009,0
1,,4,1,1,0.0,0,1,5740,572,589,4579,53,1,0,8,0,0,377,0,1961,1177.63,5,11,2001,0
1,,4,1,1,0.0,0,0,3139,461,461,2217,40,1,0,8,0,0,89,0,2000,664.06,4,11,2013,0
1,,4,1,1,0.0,0,1,6569,620,988,4961,49,1,0,8,0,0,305,0,1164,1405.12,3,11,2005,0
1,,2,4,1,0.0,0,1,6573,620,990,4963,49,1,0,3,0,0,305,1,1160,1406.05,5,11,2005,0
1,,4,1,1,0.0,0,1,5264,551,551,4162,51,1,0,8,0,0,330,0,2000,1081.16,4,7,2003,0
0,2.0,4,2,3,1.0,1,1,94117,12550,17432,64135,28,1,0,5,0,-75000,77,1,1677,1192.33,3,7,2005,0
0,2.0,4,2,3,1.0,2,1,94499,10710,13300,70489,25,1,0,9,20000,-75000,47,0,1359,1363.19,3,7,2009,0
0,2.0,4,2,3,1.0,2,0,94920,8678,8738,77504,21,1,0,9,20000,-75000,14,1,1008,1551.84,3,1,2014,0
0,2.0,4,2,3,0.0,2,0,88954,12531,8087,68336,33,1,0,9,37900,-75000,131,0,711,1185.22,5,11,2013,0
0,2.0,4,2,3,1.0,2,0,90672,11410,8243,71019,29,1,0,9,0,-72900,97,1,794,1291.87,1,1,2014,0
0,2.0,4,2,3,0.0,2,0,88414,12884,8038,67492,34,1,3,9,37900,-72900,142,0,685,1151.65,1,1,2013,0
0,2.0,4,2,3,1.0,2,0,87893,13224,7990,66679,35,1,0,9,0,-75000,153,0,660,1119.32,1,11,2013,0
0,2.0,4,2,3,1.0,1,1,94030,12972,18378,62680,28,1,0,9,20000,-75000,83,1,1750,1153.19,3,1,2004,0
0,2.0,1,2,3,0.0,2,1,60508,7021,8467,45020,44,0,4,11,0,0,255,2,896,1369.71,3,9,1999,0
0,2.0,4,2,3,0.0,2,1,55248,6599,7827,40822,48,0,4,3,0,-51800,326,2,1237,1249.18,5,9,2001,0
0,2.0,4,2,3,0.0,2,1,53521,5888,9096,38537,49,0,4,12,0,-51800,349,2,1619,-1.0,2,9,2002,0
2,0.0,0,2,1,,0,1,MISSEDDATA,5478,13060,60657,38,0,5,13,0,0,208,1,829,1171.02,3,0,2003,1
0,2.0,1,2,3,0.0,2,1,55240,6596,7833,40811,48,0,4,3,66900,-51800,326,2,1239,1249.46,2,9,2001,0
0,2.0,4,2,3,0.0,2,1,52498,5467,9847,37184,50,0,4,12,0,0,363,2,1845,1344.39,2,1,2003,0
0,2.0,1,2,2,0.0,2,1,75928,11128,11128,53672,48,0,4,3,49700,-59100,301,2,1000,1291.18,4,14,2001,0
0,2.0,0,2,2,0.0,2,1,83464,12699,12699,58066,48,0,4,3,49700,-51800,296,2,1000,1321.59,5,14,2002,0
0,2.0,4,2,3,0.0,2,1,53204,5758,9328,38118,49,0,4,3,0,-51800,353,2,1689,1319.94,5,1,2002,0
2,0.0,1,5,1,1.0,1,1,83247,7800,14962,60485,46,1,5,5,0,-28800,266,2,1972,1568.99,5,10,1996,0
2,0.0,1,5,1,0.0,0,1,75387,14561,7926,52900,46,1,5,5,0,-41400,253,2,1057,1261.08,5,10,2003,0
0,0.0,1,6,1,0.0,1,1,79111,7192,14384,57535,45,0,6,1,0,-41400,265,2,2000,1493.06,5,10,1998,0
2,0.0,1,2,1,0.0,0,1,73723,9145,12916,51662,46,1,0,8,0,0,263,2,2000,1530.25,0,10,2001,0
2,0.0,1,5,1,1.0,1,1,81258,9510,13182,58566,46,1,0,0,0,-41400,262,2,1740,1491.11,0,10,1998,1
2,0.0,1,6,2,0.0,1,1,72172,6561,13122,52489,44,1,0,5,0,-41400,262,2,2000,1357.61,0,10,2001,0
0,0.0,1,6,3,0.0,1,1,62884,5717,11433,45734,42,1,6,5,65000,-49200,259,2,2000,1176.27,0,10,2006,1
0,2.0,4,6,1,0.0,2,1,47283,4728,9204,33351,33,0,1,6,0,-63500,24,0,978,1903.89,5,8,2002,1
0,2.0,4,6,1,0.0,2,1,47269,4727,9209,33333,33,0,1,6,0,-63500,24,0,979,1904.47,5,11,2002,0
2,2.0,4,6,3,,2,1,57102,5710,6046,45346,36,0,2,6,0,-63500,30,1,536,1519.48,5,11,2008,0
0,2.0,4,6,3,0.0,2,1,57938,5898,5898,46142,36,0,1,13,0,0,36,1,500,1484.38,5,11,2008,0
2,1.0,1,2,1,,1,1,44225,5356,7774,31095,52,1,1,4,40700,-49700,364,2,2000,1318.26,5,3,2000,1
0,2.0,4,6,3,,2,1,73144,12869,7314,52961,32,0,1,13,0,-63500,54,1,500,1465.56,5,7,2002,0
0,2.0,4,6,3,0.0,1,1,59186,9355,9355,40476,44,0,1,13,0,0,233,1,500,1360.87,5,11,2006,0
0,2.0,4,6,3,,2,1,70928,11840,7093,51995,32,0,1,6,0,-63500,51,1,500,1468.86,5,7,2003,0
0,1.0,3,4,3,,1,1,49631,5330,5662,38639,36,0,2,10,0,0,194,1,985,1087.87,3,2,2015,0
0,1.0,1,6,3,,1,1,51094,4272,6801,40021,35,0,2,1,0,0,170,1,889,1031.38,3,2,2015,0
0,1.0,4,4,3,0.0,1,1,50528,6072,6072,38384,37,1,1,1,0,0,211,1,946,1119.25,3,2,2014,0
0,0.0,4,4,3,0.0,0,1,58158,10042,10042,38074,45,1,1,13,0,0,301,1,576,1275.02,1,2,2007,0
0,0.0,1,4,3,,1,1,52102,6891,6891,38320,39,1,2,1,0,0,230,1,870,1151.37,3,2,2012,0
0,0.0,1,4,3,,0,1,51355,8811,5318,37226,34,1,5,1,26500,0,128,0,684,1283.91,3,11,1999,1
0,1.0,3,4,3,,1,1,51384,4062,7027,40295,34,0,2,1,0,0,165,2,870,1020.18,0,2,2014,0
0,1.0,4,4,3,0.0,0,1,56576,9219,9219,38138,44,1,1,13,0,0,282,1,653,1242.7,3,2,2008,0
2,0.0,1,6,3,,0,1,65459,6579,6579,52301,44,1,6,8,0,0,284,2,2000,1217.13,3,12,2012,0
0,2.0,4,6,3,,0,1,66279,6927,6628,52724,46,1,0,10,39000,0,296,2,1956,1220.78,3,12,2012,0
0,2.0,4,6,3,,2,1,67854,13035,6785,48034,58,1,0,12,39000,0,424,2,1081,1328.57,3,12,2014,0
0,0.0,1,2,2,,0,1,59092,6229,6229,46634,38,1,6,8,54400,0,230,2,2000,1232.35,3,12,2009,0
0,2.0,1,6,3,,0,1,66423,6634,6634,53155,45,1,0,2,54400,0,290,0,2000,1214.94,3,12,2012,0
0,2.0,1,6,2,,0,1,61135,6342,6342,48451,40,0,0,12,54400,0,247,2,2000,1227.47,3,12,2010,0
0,2.0,1,6,3,,2,1,67837,12964,6784,48089,58,1,6,12,54400,0,423,2,1091,1327.32,3,13,2014,0
2,1.0,1,2,2,0.0,0,1,60237,10387,8301,41549,46,1,5,6,0,0,278,1,1582,1159.13,0,13,2005,0
2,1.0,1,2,1,0.0,0,1,63115,9105,9105,44905,45,1,2,8,0,0,254,2,1588,1447.3,0,13,2002,0
2,0.0,1,2,2,0.0,0,1,60974,10443,8757,41774,46,1,5,6,35000,0,275,1,1662,1221.19,0,13,2005,0
2,0.0,1,2,1,0.0,0,1,64032,9735,9735,44562,43,0,3,1,0,0,231,2,1736,1364.25,0,1,2007,0
2,1.0,1,2,2,0.0,0,1,60079,10375,8203,41501,46,1,5,6,35000,0,279,2,1565,1145.92,0,13,2005,0
2,0.0,1,2,2,0.0,0,1,59847,10358,8059,41430,46,1,4,8,0,0,280,2,1539,1126.25,0,13,2005,0
2,1.0,3,2,1,0.0,0,1,63190,9227,9227,44736,45,1,4,6,0,0,255,2,1620,1450.02,1,13,2002,0
0,1.0,3,5,3,,2,1,51510,7653,5151,38706,41,0,1,12,0,0,215,2,1411,906.39,3,5,1999,0
2,2.0,3,4,1,,0,1,36075,6596,3298,26181,48,0,3,12,0,0,282,2,1000,1158.45,2,10,2001,0
2,2.0,3,2,1,,0,1,36099,6603,3302,26194,48,0,1,12,0,-42400,281,2,1000,1157.69,2,9,2001,0
2,2.0,3,4,2,,1,1,38956,7450,3725,27781,46,0,3,12,0,-42400,260,2,1000,1066.88,2,10,2001,0
2,2.0,3,4,2,,1,1,40184,7814,3907,28463,45,0,3,12,0,0,251,2,1000,1027.83,2,9,2000,0
0,2.0,3,6,3,0.0,1,1,77205,13106,11675,52424,41,1,2,3,0,-40800,228,2,1322,1314.68,1,3,2008,1
0,2.0,1,1,3,1.0,2,1,49444,8757,4634,36053,31,1,6,3,0,-40800,141,0,1927,1222.86,3,12,2005,0
0,2.0,3,4,2,1.0,2,1,52874,7769,5913,39192,38,1,2,5,0,0,220,0,1417,1427.23,3,11,2006,0
0,2.0,3,4,3,0.0,2,1,50846,8354,5157,37335,34,1,2,3,0,0,174,0,1718,1306.34,0,12,2005,0
0,2.0,3,4,2,0.0,2,1,55224,7091,6790,41343,43,1,6,5,0,-40800,275,0,1068,1567.33,0,11,2006,0
0,2.0,3,4,3,1.0,2,1,50505,8649,4744,37112,31,1,6,5,0,-40800,119,2,1878,1243.37,2,10,2005,0
0,1.0,3,4,3,0.0,1,1,58569,10509,9736,38324,41,0,1,13,0,-42900,228,1,919,1122.04,1,1,1999,0
0,1.0,3,2,3,0.0,1,1,58177,10241,8392,39544,40,0,1,13,0,-42900,224,1,806,1260.08,3,1,2000,0
2,1.0,0,4,1,1.0,2,1,69367,7201,11758,50408,28,1,4,5,0,0,46,1,1644,1222.72,2,6,2012,1
0,1.0,3,4,3,0.0,2,1,57626,9865,6498,41263,38,0,1,13,0,-45300,219,1,646,1454.48,3,9,2001,0
0,1.0,1,2,3,0.0,1,1,58517,10473,9559,38485,41,0,4,13,0,-45300,227,1,904,1140.25,3,9,2000,0
0,1.0,0,2,3,0.0,1,1,58823,10713,10616,37494,42,0,3,10,67800,-45300,229,0,992,1030.01,0,13,1999,0
0,1.0,3,2,3,0.0,1,1,58349,10188,9261,38900,42,0,4,0,0,0,235,0,1000,1081.11,3,1,1999,0
0,2.0,1,2,3,1.0,0,1,54428,8210,5135,41083,36,0,6,7,59500,0,193,0,625,1305.56,0,10,2010,0
2,2.0,3,6,2,1.0,0,1,67631,9103,6503,52025,37,0,5,7,73200,0,186,0,1526,1314.05,0,13,2003,0
0,2.0,1,2,3,,0,1,60157,8216,5771,46170,36,0,5,7,59500,0,197,0,702,1350.4,1,10,2009,0
0,2.0,0,2,3,1.0,0,1,76782,7769,8674,60339,39,0,5,6,0,-59800,183,0,1000,1456.17,0,5,2006,0
2,1.0,1,6,1,,0,1,53320,6070,6070,41180,34,0,6,7,0,-48800,202,2,1807,1325.34,3,12,2007,0
2,1.0,1,2,1,1.0,1,0,53751,6403,6403,40945,39,0,6,8,0,0,248,2,1428,1479.24,3,12,2008,0
2,1.0,4,6,1,0.0,2,0,63329,7109,10337,45883,43,0,4,13,0,-39500,281,2,1000,1496.47,2,12,2004,0
2,0.0,0,2,1,1.0,0,1,53373,6111,6111,41151,35,0,6,7,0,0,208,2,1760,1344.31,2,12,2007,0
2,0.0,0,2,1,1.0,1,1,53522,6226,6226,41070,36,0,1,7,0,0,223,2,1630,1397.31,2,12,2007,0
0,0.0,4,2,3,,0,1,64585,9355,7651,47579,33,0,0,1,0,0,147,0,786,1066.18,2,8,2000,0
0,1.0,3,4,3,,0,1,61716,9932,7720,44064,35,1,0,1,0,0,164,0,722,1079.23,2,8,2002,0
0,2.0,3,4,3,,2,1,44581,8429,4458,31694,42,0,1,1,0,0,224,0,1000,958.66,2,8,2000,0
0,2.0,3,4,3,,1,1,59218,9114,5922,44182,32,1,0,2,0,0,165,0,684,1105.29,2,8,2001,0
0,0.0,3,4,3,,0,0,54030,11479,7905,34646,40,1,0,1,52700,0,209,0,551,1114.19,2,8,2005,0
0,0.0,3,4,3,,1,1,61979,8802,6198,46979,31,0,0,1,52700,0,151,0,742,1090.03,2,8,2000,0
2,0.0,1,6,2,1.0,1,1,55268,6141,6141,42986,53,0,0,8,0,-64000,384,0,987,1597.08,4,13,2010,0
2,0.0,4,6,1,1.0,2,1,44747,4930,4930,34887,50,0,6,8,0,0,348,0,1796,1402.76,3,13,2002,0
2,0.0,4,6,1,0.0,2,1,44281,4871,4871,34539,50,0,0,7,0,0,339,0,1761,1403.86,3,13,2002,0
0,2.0,1,1,3,,1,0,55933,8082,5593,42258,37,0,5,8,0,0,104,0,500,1335.79,0,2,1997,1
2,0.0,1,6,1,1.0,2,1,41457,4513,4513,32431,47,0,0,7,0,0,286,0,1546,1410.52,3,13,2004,0
2,0.0,4,6,1,0.0,2,1,43722,4800,4800,34122,49,0,6,8,0,0,328,0,1718,1405.18,3,13,2002,0
2,0.0,1,6,1,1.0,1,1,28861,2917,2917,23027,34,0,0,7,21500,0,49,0,588,1440.25,3,13,2011,0
2,2.0,1,2,1,0.0,1,0,63536,7044,7044,49448,33,1,3,1,0,0,155,1,1000,1040.69,0,1,2014,0
2,0.0,1,2,1,1.0,1,0,63776,7296,7060,49420,34,0,2,1,0,0,158,1,981,1059.04,0,7,2013,0
2,0.0,1,2,1,0.0,1,0,63509,7040,7040,49429,33,0,3,0,0,0,155,1,1000,1041.18,0,1,2014,0
2,0.0,1,2,1,0.0,1,1,63525,6217,8741,48567,30,0,2,1,0,0,112,1,1480,981.69,0,2,2011,0
2,0.0,1,2,1,0.0,1,0,63709,6650,7937,49122,31,0,3,6,0,0,132,1,1245,1007.46,0,2,2013,0
0,2.0,1,1,3,,2,1,67665,14279,8072,45314,44,0,5,11,0,-57100,256,0,661,1257.48,1,3,1999,1
2,0.0,1,2,1,0.0,1,0,63839,6955,7370,49514,32,0,2,1,0,0,145,0,1079,1025.63,0,2,2014,0
0,1.0,0,2,2,0.0,0,1,62382,10230,6051,46101,39,0,3,10,0,0,220,2,852,1316.94,1,5,2007,0
0,1.0,0,2,2,,0,1,60754,11631,7115,42008,38,0,3,12,60300,-58900,203,2,1238,1260.93,1,5,2009,0
0,1.0,0,2,2,0.0,0,1,60305,11702,6749,41854,39,0,3,10,60300,-58900,206,2,1165,1259.21,1,5,2009,0
0,1.0,0,2,3,0.0,1,1,63330,11226,9213,42891,37,0,1,10,53200,-53800,187,2,1661,1270.81,3,5,2011,0
2,2.0,3,4,1,,2,1,74248,11671,10078,52499,28,1,6,0,13100,-38200,104,0,1000,1436.5,5,8,2006,1
0,1.0,4,1,2,,0,1,63648,9561,6101,47986,39,0,3,11,0,-58900,223,2,792,1342.22,1,5,2006,0
2,0.0,1,2,1,,1,0,75533,14991,7495,53047,43,0,3,13,54500,-72100,262,1,541,1029.99,3,1,2010,0
2,0.0,1,2,1,0.0,0,1,76740,14176,7088,55476,43,0,3,13,0,-72100,277,1,919,1465.34,1,1,2005,0
2,0.0,1,2,1,,1,1,75807,14805,7403,53599,43,0,3,3,0,-51600,265,1,627,1129.05,1,7,2009,0
2,0.0,1,2,1,,1,0,65555,8249,7163,50143,34,0,3,1,54500,-72100,168,1,928,1026.78,0,1,2014,0
2,0.0,1,2,1,0.0,1,0,67213,9399,7227,50587,36,0,3,3,54500,0,183,1,856,1019.28,1,7,2013,0
2,0.0,1,2,1,,1,0,75671,14897,7449,53325,43,1,3,3,0,-51600,263,1,585,1079.94,3,1,2010,0
2,0.0,1,2,1,,0,1,76678,14217,7109,55352,43,1,3,13,54500,-72100,276,1,899,1443.26,1,1,2005,0
2,0.0,4,4,1,,1,1,57729,5439,10353,41937,49,0,3,13,54500,0,292,1,1965,1233.11,1,14,2002,0
2,1.0,0,4,1,0.0,1,1,78875,16556,12092,50227,31,1,1,0,13100,-13200,143,0,1000,1530.2,5,8,2005,1
3,,4,6,1,0.0,2,1,5289,765,856,3668,42,0,3,12,70900,-61100,243,1,500,1325.8,0,3,2003,0
1,,2,6,1,0.0,1,1,4984,982,826,3176,44,0,3,8,0,0,241,0,1540,1176.99,0,12,2005,0
1,,2,5,1,0.0,2,1,3771,580,580,2611,34,0,3,9,70900,0,120,1,999,1056.74,0,8,2002,0
1,,4,6,1,0.0,2,1,5106,707,853,3546,41,0,3,12,70900,-61100,225,1,500,1283.53,0,8,2005,0
1,,2,6,1,0.0,2,0,MISSEDDATA,492,723,2792,34,0,3,9,70900,0,127,1,725,1066.26,0,0,2008,0
1,,2,6,1,0.0,2,0,4619,553,846,3220,37,0,3,12,70900,0,175,1,500,1170.98,0,3,2009,0
2,1.0,0,6,1,1.0,0,1,57492,10453,10453,36586,46,0,6,9,0,-45100,276,0,1250,1259.93,3,4,2004,0
2,2.0,3,4,1,,2,1,78639,6593,13099,58947,32,0,3,2,0,0,114,2,809,934.39,3,12,2009,1
2,1.0,1,6,1,,0,1,56403,10255,10255,35893,46,0,6,9,0,-45100,280,0,1304,1261.15,2,4,2004,0
2,1.0,0,4,1,1.0,0,1,56655,10301,10301,36053,46,0,6,1,0,-45100,279,0,1292,1260.87,3,4,2004,0
2,1.0,1,4,1,,0,0,50938,5880,5880,39178,44,0,6,1,0,0,266,0,1228,1463.55,3,11,2013,1
2,1.0,0,4,1,1.0,0,1,45978,8360,8360,29258,48,0,6,1,0,-45100,311,0,1816,1272.91,2,4,2006,0
2,1.0,1,4,1,,0,1,43677,7941,7941,27795,49,0,6,1,0,-46000,318,0,1929,1275.5,3,4,2007,0
2,1.0,0,4,1,,0,1,61593,11199,11199,39195,45,0,6,1,0,-46000,264,0,1049,1255.31,2,14,2003,0
2,1.0,0,6,1,,0,1,56270,10231,10231,35808,46,0,6,9,0,-45100,280,0,1311,1261.3,2,14,2004,0
2,2.0,0,1,1,,0,1,57821,5827,5827,46167,37,0,5,11,35200,0,190,1,966,1410.47,0,9,2000,0
2,2.0,0,1,1,,0,1,57834,5833,5833,46168,37,0,3,10,35200,0,190,1,963,1410.31,0,9,2000,0
2,2.0,3,1,1,1.0,1,1,58670,6225,6225,46220,38,0,5,10,35200,0,209,1,729,1399.37,0,10,1997,0
2,2.0,3,1,1,1.0,1,1,59185,6467,6467,46251,39,0,3,10,60100,0,221,1,585,1392.61,0,9,1996,0
2,2.0,3,1,1,,0,1,58152,5982,5982,46188,38,0,5,10,60100,0,197,1,874,1406.15,0,10,1999,0
2,1.0,1,4,1,1.0,2,1,71314,10551,6610,54153,41,0,5,5,0,0,249,1,798,1332.22,0,10,1996,0
3,,4,2,1,1.0,1,1,6884,719,1132,5033,39,0,4,11,0,0,246,1,500,1458.36,0,13,2006,0
3,,4,6,1,1.0,1,1,7495,686,738,6071,40,0,2,10,0,-49300,242,1,500,1260.1,0,11,1998,0
3,,4,6,1,0.0,2,1,5823,850,935,4038,43,0,3,10,0,-49300,271,1,500,1413.57,0,11,2000,0
3,,4,6,1,1.0,1,1,7692,767,1510,5415,39,0,5,13,0,-44600,247,2,500,1547.31,0,11,2000,0
3,,4,2,1,1.0,1,1,6590,701,985,4904,40,0,4,10,0,0,245,1,500,1422.37,4,11,2009,0
3,,4,6,1,1.0,1,1,7681,762,1465,5454,39,0,5,10,0,-44600,247,1,500,1530.25,0,11,2000,0
0,1.0,3,4,2,,1,1,57286,7568,10537,39181,59,1,4,3,46300,-44800,446,1,1000,1163.31,2,11,2007,0
0,1.0,3,2,3,,2,1,60791,9823,10286,40682,57,0,4,3,46300,0,411,1,1000,1137.29,2,11,2008,0
0,1.0,4,1,4,,1,1,56650,6759,6759,43132,35,1,2,3,0,-51800,139,1,500,1112.19,4,7,2009,1
0,0.0,1,2,3,,2,1,59230,9109,9109,41012,53,1,4,8,35400,-49200,366,1,1200,1130.76,2,12,2006,0
0,0.0,1,2,3,,2,1,58648,8811,8811,41026,51,1,4,8,35400,0,356,1,1252,1130.3,2,12,2005,0
0,0.0,1,2,3,,2,1,56500,7712,7712,41076,47,1,4,8,35400,-49200,319,1,1447,1128.64,4,11,2003,0
2,0.0,1,2,1,1.0,2,1,58630,9723,9723,39184,47,1,4,8,0,0,333,0,532,1149.93,2,6,2002,0
2,0.0,3,1,1,0.0,2,0,66518,12013,12013,42492,45,1,2,8,0,-40200,263,0,500,1187.81,3,6,2006,0
2,0.0,3,1,1,1.0,1,0,59400,9321,9321,40758,46,1,4,13,0,0,280,0,879,1220.79,2,9,2007,0
2,0.0,3,2,3,,2,1,60740,10123,10123,40494,55,1,4,8,0,0,389,1,879,1135.14,2,9,2007,0
0,1.0,0,4,3,0.0,1,1,56311,9385,9942,36984,34,0,5,8,43700,-66300,96,2,1085,1048.38,0,5,2012,1
2,0.0,3,1,1,0.0,2,1,59238,9952,9952,39334,47,1,2,8,0,0,332,0,500,1147.23,3,6,2002,0
2,0.0,3,1,1,0.0,2,0,67182,12201,12201,42780,45,1,4,11,0,-40200,256,0,500,1191.49,3,6,2006,0
2,0.0,1,1,1,1.0,2,1,58749,9662,9662,39425,47,1,4,13,0,0,325,0,585,1160.78,2,6,2003,0
2,1.0,4,2,1,,1,1,69942,11143,11143,47656,41,0,2,0,0,0,196,0,1840,1290.53,1,3,2014,0
2,1.0,4,2,1,1.0,0,0,76337,13743,13743,48851,31,0,3,6,0,0,52,0,893,1066.75,1,3,2011,0
0,1.0,4,2,3,,1,0,MISSEDDATA,16773,9813,65664,40,0,2,6,0,0,223,0,592,1434.45,1,0,2006,0
2,1.0,0,2,1,,0,0,74610,13404,13404,47802,31,0,3,9,0,0,60,0,873,1065.44,1,3,2011,0
2,1.0,0,4,2,,1,0,90163,16393,11647,62123,37,0,2,6,0,0,155,0,721,1319.75,1,9,2008,0
0,1.0,0,4,3,0.0,1,1,68497,11416,15250,41831,38,0,5,7,43700,-44500,69,2,1585,1020.94,0,11,2008,1
2,1.0,4,2,1,,0,1,78344,13510,13510,51324,35,0,2,0,0,0,96,1,1392,1174.9,1,4,2013,0
2,1.0,4,2,1,,1,1,72668,11911,11911,48846,39,0,2,6,0,0,163,1,1695,1253.0,1,3,2014,0
2,0.0,1,6,2,0.0,2,1,59525,8293,9921,41311,48,1,1,13,46300,-72000,294,0,1348,1506.71,1,3,1997,0
2,0.0,1,2,1,0.0,2,1,53707,6528,6528,40651,44,1,3,13,0,0,256,1,1000,1301.37,0,3,2004,0
2,0.0,1,2,1,0.0,2,1,57033,8141,8141,40751,46,1,3,13,0,0,266,1,1000,1338.92,1,1,2001,0
2,0.0,1,6,2,0.0,2,1,59515,8282,9919,41314,48,1,3,13,46300,-72000,294,0,1350,1507.37,1,3,1997,0
2,0.0,1,6,1,0.0,2,1,53890,6617,6617,40656,45,1,3,0,0,-72000,256,0,1000,1303.44,0,3,2004,0
0,1.0,4,2,3,1.0,0,0,68020,12721,11060,44239,44,1,0,1,0,0,241,0,500,1100.73,0,3,2005,0
0,1.0,4,1,3,1.0,0,0,79210,13088,13164,52958,45,1,3,7,59800,0,257,0,507,1085.14,3,12,2004,0
0,1.0,4,1,3,,0,0,76793,13263,10477,53053,42,0,0,0,59800,0,250,0,500,1033.62,0,3,2007,0
0,1.0,4,1,3,1.0,0,0,63898,12523,10275,41100,43,1,3,7,0,0,236,0,500,1106.78,1,8,2005,0
0,1.0,4,1,3,1.0,0,0,77428,13267,11094,53067,43,0,0,0,58000,0,251,0,500,1044.62,0,3,2006,0
2,0.0,4,2,1,1.0,1,1,49465,3827,7654,37984,46,1,0,6,0,0,318,2,1597,1278.89,2,2,2004,1
0,1.0,4,1,3,0.0,0,0,74596,11204,12023,51369,48,1,3,7,0,0,286,0,578,1099.95,3,12,2005,0
2,0.0,1,4,1,0.0,0,1,69776,11150,11150,47476,39,0,2,2,45400,-39400,199,0,1648,1305.87,2,3,2010,0
2,0.0,1,4,1,0.0,1,1,66020,9145,9145,47730,35,0,2,2,45400,0,172,0,1345,1560.95,2,3,2006,0
2,0.0,1,1,1,,1,0,62166,7087,6885,48194,30,0,3,2,0,0,141,0,1026,1847.53,2,2,2002,0
2,2.0,1,1,1,0.0,1,1,76121,14531,7699,53891,33,0,2,2,78800,-69600,136,0,1874,1708.27,2,2,2008,1
2,2.0,1,1,1,0.0,1,1,71112,11859,7407,51846,32,0,3,2,78800,-69600,138,0,1569,1758.26,2,2,2006,0
2,0.0,1,4,1,,0,0,55541,5724,5724,44093,40,0,2,1,0,0,222,0,1000,1601.02,3,11,2012,0
